,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.029411764705882346,1.0,0.4444444444444444,0.0505667436997909,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.8571428571428572,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
1,0.3333333333333333,0.6470588235294117,0.5,0.4444444444444444,0.3136898866512601,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0535714285714286,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
2,1.0,0.1176470588235294,1.0,0.7777777777777777,0.10157367668097282,0.0,0.75,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666667,0.0,0.5357142857142858,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
3,0.0,0.5588235294117647,0.5,0.3333333333333333,0.4199405744470122,0.0,0.75,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.46428571428571425,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0
4,0.0,0.2941176470588235,0.75,0.0,0.25420931000330144,0.0,0.5,0.6666666666666667,0.6666666666666666,0.0,1.0,1.0,0.6071428571428572,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0
5,1.0,0.47058823529411764,0.5,0.7777777777777777,0.4844833278309673,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.28571428571428575,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0
6,1.0,0.2941176470588235,0.5,0.3333333333333333,0.14223616154946628,0.5,1.0,0.6666666666666667,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6071428571428572,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
7,0.3333333333333333,0.47058823529411764,0.5,0.1111111111111111,0.3685484758446132,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.28571428571428575,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8,1.0,0.1176470588235294,0.5,0.4444444444444444,0.15456146142841423,0.75,0.75,0.3333333333333333,0.0,0.0,1.0,0.0,0.75,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
9,0.3333333333333333,0.38235294117647056,1.0,0.0,0.27423792230659183,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.16071428571428575,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,1.0
10,0.3333333333333333,0.1176470588235294,0.5,0.0,0.05749972488169913,0.0,0.25,0.6666666666666667,0.3333333333333333,0.0,0.0,0.6666666666666666,0.10714285714285715,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
11,0.0,0.6470588235294117,0.5,1.0,0.22328601298558381,0.0,0.25,0.6666666666666667,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0892857142857143,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
12,0.3333333333333333,0.1176470588235294,0.5,0.4444444444444444,0.07246616044899307,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0535714285714286,1.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0.0
13,0.0,0.2941176470588235,1.0,0.0,0.052217453505007144,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.7321428571428572,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0
14,0.0,0.16176470588235292,0.5,0.0,0.06344228018047761,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.6666666666666666,0.16071428571428575,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
15,0.0,0.2941176470588235,0.5,0.4444444444444444,0.056784417299438755,0.25,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.23214285714285715,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.0
16,1.0,0.2941176470588235,1.0,0.4444444444444444,0.11962143721800374,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6071428571428572,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
17,0.0,0.38235294117647056,0.0,1.0,0.43039506988004844,1.0,0.25,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666667,0.6666666666666666,0.10714285714285715,0.0,0.5,0.6666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0
18,0.3333333333333333,0.2941176470588235,0.5,0.1111111111111111,0.6783867062837019,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.44642857142857145,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
19,1.0,0.2941176470588235,0.5,0.4444444444444444,0.17497523935292178,0.5,1.0,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.21428571428571425,1.0,0.5,0.0,0.6666666666666666,1.0,1.0,0.0,0.0
20,1.0,0.07352941176470588,1.0,0.0,0.10366457576758006,0.0,0.5,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.5178571428571428,1.0,0.5,0.6666666666666667,0.6666666666666666,0.0,1.0,0.0,0.0
21,0.0,0.029411764705882346,0.5,0.4444444444444444,0.13189171343677783,0.5,0.5,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666667,0.0,0.44642857142857145,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0
22,0.0,0.08823529411764706,1.0,0.0,0.10955210740618465,0.0,0.25,0.0,0.6666666666666666,0.0,0.6666666666666667,0.0,0.5178571428571428,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0
23,0.3333333333333333,0.1176470588235294,1.0,0.1111111111111111,0.08550676791020138,0.25,0.25,0.6666666666666667,0.6666666666666666,0.0,1.0,0.3333333333333333,0.44642857142857145,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
24,1.0,0.08823529411764706,1.0,0.3333333333333333,0.10008803785627819,1.0,0.5,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.125,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0
25,0.0,0.029411764705882346,0.5,0.3333333333333333,0.06184659403543523,0.0,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.30357142857142855,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,0.0
26,1.0,0.029411764705882346,0.0,0.4444444444444444,0.00968416419060196,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.35714285714285715,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
27,0.6666666666666666,0.1176470588235294,0.25,0.4444444444444444,0.008748761967646089,0.75,0.5,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.0,0.41071428571428575,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
28,0.3333333333333333,0.044117647058823525,0.5,0.4444444444444444,0.11912622427643886,0.0,0.5,0.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.0,0.26785714285714285,1.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
29,0.0,0.8235294117647058,0.75,1.0,0.36238582590513924,0.0,1.0,0.6666666666666667,0.6666666666666666,0.0,1.0,1.0,0.7857142857142858,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0
30,0.3333333333333333,0.20588235294117646,0.5,1.0,0.09150434686915374,0.75,0.25,0.6666666666666667,1.0,0.0,0.6666666666666667,0.0,0.30357142857142855,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0,0.0
31,0.0,0.2941176470588235,0.5,0.3333333333333333,0.20743919885550788,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.5,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
32,0.3333333333333333,0.20588235294117646,0.5,0.0,0.3090128755364807,0.25,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.19642857142857145,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0
